N,Total memory (hybrid),Total memory (hybrid translation invariant),Time to factor (hybrid),Time to factor (hybrid translation invariant),Rows at leaf level (hybrid),Rows at leaf level (hybrid translation invariant)
32,75584236624,160997794656,62.1412906646729,371.837361812592,13,13
128,,,,,,
