CMDLINE /global/homes/k/kielstra/.conda/envs/venv/bin/python main.py --verbose --logN 4 --dimens 3 --fourier
MEM 4.707031 1699323086.3297
MEM 8.847656 1699323086.4299
MEM 14.851562 1699323086.5301
MEM 18.281250 1699323086.6302
MEM 19.937500 1699323086.7304
MEM 22.363281 1699323086.8306
MEM 23.453125 1699323086.9308
MEM 25.757812 1699323087.0309
MEM 27.273438 1699323087.1310
MEM 28.117188 1699323087.2312
MEM 29.781250 1699323087.3313
MEM 31.492188 1699323087.4315
MEM 35.527344 1699323087.5316
MEM 48.886719 1699323087.6318
MEM 50.265625 1699323087.7319
MEM 51.949219 1699323087.8321
MEM 54.207031 1699323087.9322
MEM 55.468750 1699323088.0324
MEM 56.527344 1699323088.1325
MEM 57.148438 1699323088.2326
MEM 58.121094 1699323088.3328
MEM 58.515625 1699323088.4329
MEM 59.902344 1699323088.5331
MEM 60.906250 1699323088.6332
MEM 61.164062 1699323088.7334
MEM 61.644531 1699323088.8335
MEM 62.523438 1699323088.9336
MEM 63.152344 1699323089.0338
MEM 63.406250 1699323089.1340
MEM 63.929688 1699323089.2341
MEM 64.683594 1699323089.3342
MEM 66.382812 1699323089.4344
MEM 67.996094 1699323089.5345
MEM 69.175781 1699323089.6346
MEM 69.421875 1699323089.7348
MEM 70.195312 1699323089.8348
MEM 70.968750 1699323089.9350
MEM 71.488281 1699323090.0351
MEM 72.214844 1699323090.1352
MEM 73.050781 1699323090.2354
MEM 73.175781 1699323090.3356
MEM 73.269531 1699323090.4358
MEM 73.351562 1699323090.5361
MEM 73.605469 1699323090.6372
MEM 73.605469 1699323090.7391
MEM 73.605469 1699323090.8405
MEM 73.605469 1699323090.9419
MEM 73.605469 1699323091.0428
MEM 73.843750 1699323091.1432
MEM 73.898438 1699323091.2446
MEM 73.898438 1699323091.3458
MEM 73.898438 1699323091.4502
MEM 73.898438 1699323091.5527
MEM 73.898438 1699323091.6538
MEM 73.898438 1699323091.7552
MEM 73.898438 1699323091.8564
MEM 73.898438 1699323091.9587
MEM 73.898438 1699323092.0602
MEM 73.898438 1699323092.1621
MEM 73.898438 1699323092.2635
MEM 73.898438 1699323092.3644
MEM 74.031250 1699323092.4661
MEM 74.031250 1699323092.5680
MEM 74.226562 1699323092.6695
MEM 74.226562 1699323092.7712
MEM 74.644531 1699323092.8728
MEM 74.644531 1699323092.9746
MEM 74.644531 1699323093.0757
MEM 74.644531 1699323093.1778
MEM 74.644531 1699323093.2801
MEM 74.644531 1699323093.3812
MEM 74.644531 1699323093.4828
MEM 74.644531 1699323093.5846
MEM 74.644531 1699323093.6861
MEM 74.644531 1699323093.7879
MEM 74.644531 1699323093.8900
MEM 74.644531 1699323093.9925
MEM 74.644531 1699323094.0943
MEM 74.644531 1699323094.1959
MEM 74.644531 1699323094.2978
MEM 74.644531 1699323094.3987
MEM 74.644531 1699323094.4994
MEM 74.644531 1699323094.6002
MEM 74.644531 1699323094.7023
MEM 74.644531 1699323094.8043
MEM 74.644531 1699323094.9059
MEM 74.644531 1699323095.0074
MEM 74.644531 1699323095.1083
MEM 74.644531 1699323095.2093
MEM 74.644531 1699323095.3107
MEM 74.644531 1699323095.4127
MEM 74.644531 1699323095.5141
MEM 74.644531 1699323095.6151
MEM 74.644531 1699323095.7163
MEM 74.644531 1699323095.8176
MEM 74.644531 1699323095.9191
MEM 74.644531 1699323096.0208
MEM 74.644531 1699323096.1220
MEM 74.644531 1699323096.2238
MEM 74.851562 1699323096.3249
MEM 74.851562 1699323096.4266
MEM 74.851562 1699323096.5279
MEM 74.851562 1699323096.6308
MEM 74.851562 1699323096.7321
MEM 74.851562 1699323096.8344
MEM 74.851562 1699323096.9365
MEM 74.851562 1699323097.0386
MEM 74.851562 1699323097.1403
MEM 74.851562 1699323097.2427
MEM 74.851562 1699323097.3451
MEM 74.851562 1699323097.4475
MEM 74.851562 1699323097.5491
MEM 74.851562 1699323097.6510
MEM 74.851562 1699323097.7527
MEM 74.851562 1699323097.8556
MEM 74.851562 1699323097.9566
MEM 74.851562 1699323098.0590
MEM 74.851562 1699323098.1604
MEM 74.851562 1699323098.2615
MEM 74.851562 1699323098.3636
MEM 74.851562 1699323098.4653
MEM 74.851562 1699323098.5659
MEM 74.851562 1699323098.6668
MEM 74.851562 1699323098.7671
MEM 74.851562 1699323098.8692
MEM 74.851562 1699323098.9712
MEM 74.851562 1699323099.0737
MEM 74.851562 1699323099.1760
MEM 74.851562 1699323099.2769
MEM 74.851562 1699323099.3789
MEM 74.851562 1699323099.4804
MEM 74.851562 1699323099.5821
MEM 74.851562 1699323099.6836
MEM 74.851562 1699323099.7851
MEM 74.851562 1699323099.8866
MEM 74.851562 1699323099.9879
MEM 74.851562 1699323100.0882
MEM 74.851562 1699323100.1884
MEM 74.988281 1699323100.2902
MEM 74.988281 1699323100.3919
MEM 74.988281 1699323100.4941
MEM 74.988281 1699323100.5961
MEM 74.988281 1699323100.6985
MEM 74.988281 1699323100.8008
MEM 74.988281 1699323100.9034
MEM 74.988281 1699323101.0056
MEM 74.988281 1699323101.1068
MEM 74.988281 1699323101.2075
MEM 74.988281 1699323101.3086
MEM 74.988281 1699323101.4094
MEM 74.988281 1699323101.5112
MEM 74.988281 1699323101.6134
MEM 74.988281 1699323101.7153
MEM 74.988281 1699323101.8172
MEM 74.988281 1699323101.9185
MEM 74.988281 1699323102.0201
MEM 74.988281 1699323102.1215
MEM 74.988281 1699323102.2229
MEM 74.988281 1699323102.3249
MEM 74.988281 1699323102.4268
MEM 74.988281 1699323102.5282
MEM 74.988281 1699323102.6298
MEM 74.988281 1699323102.7317
MEM 74.988281 1699323102.8334
MEM 74.988281 1699323102.9352
MEM 74.988281 1699323103.0367
MEM 74.988281 1699323103.1381
MEM 74.988281 1699323103.2395
MEM 74.988281 1699323103.3405
MEM 74.988281 1699323103.4417
MEM 74.988281 1699323103.5430
MEM 74.988281 1699323103.6450
MEM 74.988281 1699323103.7464
MEM 74.988281 1699323103.8477
MEM 74.988281 1699323103.9490
MEM 74.988281 1699323104.0504
MEM 74.988281 1699323104.1521
MEM 74.988281 1699323104.2535
MEM 74.988281 1699323104.3559
MEM 74.988281 1699323104.4572
MEM 74.988281 1699323104.5588
MEM 74.988281 1699323104.6607
MEM 74.988281 1699323104.7632
MEM 74.988281 1699323104.8648
MEM 74.988281 1699323104.9661
MEM 74.988281 1699323105.0674
MEM 74.988281 1699323105.1684
MEM 74.988281 1699323105.2696
MEM 74.988281 1699323105.3710
MEM 74.988281 1699323105.4725
MEM 74.988281 1699323105.5740
MEM 74.988281 1699323105.6755
MEM 74.988281 1699323105.7769
MEM 74.988281 1699323105.8780
MEM 74.988281 1699323105.9795
MEM 74.988281 1699323106.0798
MEM 74.988281 1699323106.1799
MEM 74.988281 1699323106.2805
MEM 74.988281 1699323106.3810
MEM 74.988281 1699323106.4820
MEM 74.988281 1699323106.5843
MEM 74.988281 1699323106.6862
MEM 74.988281 1699323106.7885
MEM 74.988281 1699323106.8902
MEM 74.988281 1699323106.9920
MEM 74.988281 1699323107.0931
MEM 74.988281 1699323107.1942
MEM 74.988281 1699323107.2957
MEM 74.988281 1699323107.3969
MEM 74.988281 1699323107.4982
MEM 74.988281 1699323107.5987
MEM 74.988281 1699323107.6990
MEM 74.988281 1699323107.7993
MEM 74.988281 1699323107.8995
MEM 75.488281 1699323108.0011
MEM 75.488281 1699323108.1027
MEM 75.488281 1699323108.2045
MEM 75.488281 1699323108.3055
MEM 75.488281 1699323108.4077
MEM 75.488281 1699323108.5099
MEM 75.488281 1699323108.6122
MEM 75.488281 1699323108.7133
MEM 75.488281 1699323108.8159
MEM 75.488281 1699323108.9181
MEM 75.488281 1699323109.0200
MEM 75.488281 1699323109.1213
MEM 75.488281 1699323109.2239
MEM 75.488281 1699323109.3263
MEM 75.488281 1699323109.4285
MEM 75.488281 1699323109.5297
MEM 75.488281 1699323109.6309
MEM 75.488281 1699323109.7322
MEM 75.488281 1699323109.8337
MEM 75.488281 1699323109.9352
MEM 75.488281 1699323110.0364
MEM 75.488281 1699323110.1376
MEM 75.488281 1699323110.2394
MEM 75.488281 1699323110.3408
MEM 75.488281 1699323110.4422
MEM 75.488281 1699323110.5442
MEM 75.488281 1699323110.6465
MEM 75.488281 1699323110.7478
MEM 75.488281 1699323110.8494
MEM 75.488281 1699323110.9509
MEM 75.488281 1699323111.0517
MEM 75.488281 1699323111.1536
MEM 75.488281 1699323111.2548
MEM 75.488281 1699323111.3570
MEM 75.488281 1699323111.4583
MEM 75.488281 1699323111.5608
MEM 75.488281 1699323111.6632
MEM 75.488281 1699323111.7649
MEM 75.488281 1699323111.8671
MEM 75.488281 1699323111.9696
MEM 75.488281 1699323112.0707
MEM 75.488281 1699323112.1743
MEM 75.488281 1699323112.2768
MEM 75.488281 1699323112.3790
MEM 75.488281 1699323112.4807
MEM 75.488281 1699323112.5823
MEM 75.488281 1699323112.6837
MEM 75.488281 1699323112.7852
MEM 75.488281 1699323112.8873
MEM 75.488281 1699323112.9885
MEM 75.488281 1699323113.0897
MEM 75.488281 1699323113.1916
MEM 75.488281 1699323113.2929
MEM 75.488281 1699323113.3946
MEM 75.488281 1699323113.4968
MEM 75.488281 1699323113.5987
MEM 75.488281 1699323113.7009
MEM 75.488281 1699323113.8025
MEM 75.488281 1699323113.9031
MEM 75.488281 1699323114.0034
MEM 75.488281 1699323114.1037
MEM 75.722656 1699323114.2043
MEM 75.722656 1699323114.3059
MEM 75.722656 1699323114.4067
MEM 75.722656 1699323114.5081
MEM 75.722656 1699323114.6091
MEM 75.722656 1699323114.7107
MEM 75.722656 1699323114.8122
MEM 75.722656 1699323114.9137
MEM 75.722656 1699323115.0148
MEM 75.722656 1699323115.1150
MEM 75.722656 1699323115.2152
MEM 75.722656 1699323115.3154
MEM 75.722656 1699323115.4157
MEM 75.722656 1699323115.5159
MEM 75.722656 1699323115.6162
MEM 75.722656 1699323115.7171
MEM 75.722656 1699323115.8183
MEM 75.976562 1699323115.9196
MEM 75.976562 1699323116.0217
MEM 75.976562 1699323116.1233
MEM 75.976562 1699323116.2250
MEM 75.976562 1699323116.3264
MEM 75.976562 1699323116.4294
MEM 75.976562 1699323116.5314
MEM 75.976562 1699323116.6331
MEM 75.976562 1699323116.7351
MEM 75.976562 1699323116.8375
MEM 75.976562 1699323116.9397
MEM 75.976562 1699323117.0412
MEM 75.976562 1699323117.1438
MEM 75.976562 1699323117.2457
MEM 75.976562 1699323117.3471
MEM 75.976562 1699323117.4489
MEM 75.976562 1699323117.5502
MEM 75.976562 1699323117.6514
MEM 75.976562 1699323117.7527
MEM 75.976562 1699323117.8540
MEM 75.976562 1699323117.9554
MEM 75.976562 1699323118.0571
MEM 75.976562 1699323118.1585
MEM 75.976562 1699323118.2600
MEM 75.976562 1699323118.3621
MEM 75.976562 1699323118.4635
MEM 75.976562 1699323118.5648
MEM 75.976562 1699323118.6661
MEM 75.976562 1699323118.7683
MEM 75.976562 1699323118.8698
MEM 75.976562 1699323118.9711
MEM 75.976562 1699323119.0730
MEM 75.976562 1699323119.1742
MEM 75.976562 1699323119.2766
MEM 75.976562 1699323119.3778
MEM 75.976562 1699323119.4786
MEM 75.976562 1699323119.5801
MEM 75.976562 1699323119.6822
MEM 75.976562 1699323119.7839
MEM 75.976562 1699323119.8850
MEM 75.976562 1699323119.9862
MEM 75.976562 1699323120.0876
MEM 75.976562 1699323120.1889
MEM 75.976562 1699323120.2910
MEM 75.976562 1699323120.3928
MEM 75.976562 1699323120.4937
MEM 75.976562 1699323120.5945
MEM 75.976562 1699323120.6955
MEM 75.976562 1699323120.7969
MEM 75.976562 1699323120.8980
MEM 76.234375 1699323120.9999
MEM 76.234375 1699323121.1013
MEM 76.234375 1699323121.2031
MEM 76.234375 1699323121.3061
MEM 76.234375 1699323121.4075
MEM 76.234375 1699323121.5090
MEM 76.234375 1699323121.6098
MEM 76.234375 1699323121.7101
MEM 76.234375 1699323121.8102
MEM 76.234375 1699323121.9105
MEM 76.234375 1699323122.0130
MEM 76.234375 1699323122.1142
MEM 76.234375 1699323122.2160
MEM 76.234375 1699323122.3175
MEM 76.234375 1699323122.4184
MEM 76.234375 1699323122.5198
MEM 76.234375 1699323122.6207
MEM 76.234375 1699323122.7218
MEM 76.234375 1699323122.8230
MEM 76.234375 1699323122.9234
MEM 76.234375 1699323123.0236
MEM 76.234375 1699323123.1238
MEM 76.234375 1699323123.2241
MEM 76.234375 1699323123.3243
MEM 76.234375 1699323123.4248
MEM 76.476562 1699323123.5262
MEM 76.476562 1699323123.6276
MEM 76.476562 1699323123.7287
MEM 76.476562 1699323123.8304
MEM 76.476562 1699323123.9321
MEM 76.476562 1699323124.0333
MEM 76.476562 1699323124.1357
MEM 76.476562 1699323124.2381
MEM 76.476562 1699323124.3405
MEM 76.476562 1699323124.4421
MEM 76.476562 1699323124.5436
MEM 76.476562 1699323124.6453
MEM 76.476562 1699323124.7463
MEM 76.476562 1699323124.8472
MEM 76.476562 1699323124.9485
MEM 76.476562 1699323125.0497
MEM 76.476562 1699323125.1507
MEM 76.476562 1699323125.2519
MEM 76.476562 1699323125.3532
MEM 76.476562 1699323125.4544
MEM 76.476562 1699323125.5559
MEM 76.476562 1699323125.6581
MEM 76.476562 1699323125.7602
MEM 76.476562 1699323125.8622
MEM 76.476562 1699323125.9638
MEM 76.476562 1699323126.0656
MEM 76.476562 1699323126.1668
MEM 76.476562 1699323126.2687
MEM 76.476562 1699323126.3710
MEM 76.476562 1699323126.4730
MEM 76.476562 1699323126.5758
MEM 76.476562 1699323126.6777
MEM 76.476562 1699323126.7786
MEM 76.476562 1699323126.8804
MEM 76.476562 1699323126.9828
MEM 76.476562 1699323127.0847
MEM 76.476562 1699323127.1855
MEM 76.476562 1699323127.2868
MEM 76.476562 1699323127.3883
MEM 76.476562 1699323127.4896
MEM 76.476562 1699323127.5908
MEM 76.476562 1699323127.6926
MEM 76.476562 1699323127.7937
MEM 76.476562 1699323127.8952
MEM 76.476562 1699323127.9965
MEM 76.476562 1699323128.0977
MEM 76.476562 1699323128.1988
MEM 76.476562 1699323128.2998
MEM 76.476562 1699323128.4009
MEM 76.476562 1699323128.5022
MEM 76.476562 1699323128.6035
MEM 76.476562 1699323128.7047
MEM 76.476562 1699323128.8069
MEM 76.476562 1699323128.9085
